ID;Dialektregion;WS;AgeGroup;Spalte2;Result;Annotation;Source
564;Alemannisch;49;alt;_0S;„Die Bauren hatten fünfe Ochs und neune Küah und zwölfe Schafle vor's Dorf bracht, die wollten sie verkaffe.“;le;Synthetic
565;Alemannisch;49;alt;_DR_0S;"Sicher, hier ist der Satz im Alemannischen Dialekt:

„D’Bauern händ fünf Ochse und neun Kühe und zwöi Schafli vor’s Dorf bracht, die wänd sie verkaufä.“";li;Synthetic
566;Alemannisch;49;alt;_1S;Da Bauern henn füf Ochs und neun Kih und zwölfe Schäfla vor s_Dorf bracht, die wölltn se verkaffa.;la;Synthetic
567;Alemannisch;49;alt;_DR_1S;S_die Baua henn fünfa Ocha und neuna Küah und zwölfa Schäfla vor s'Dorf bracht, die wend sie verkaufa.;la;Synthetic
568;Alemannisch;49;alt;_FS;Die Baua hätt'n fünf Ochs'n und neun Küah und zwölb Schafli vor s'Dorf bracht, die wöll'n se verkaufen.;li;Synthetic
569;Alemannisch;49;alt;_DR_FS;Die Bauern hätat füf Ochs und nün Küah und zwöl Schäfli vor s Dorf bracht, die wöitat si verkaufä.;li;Synthetic
570;Alemannisch;49;jung;_0S;"In meinem Raggaler Dialekt würde das so klingen: 

„D’Bauern henn fünf Ochs und neun Küah und zwölfe Schöf vor s’Dorf bracht, die wölltn sie verkaff’n.“";0;Synthetic
571;Alemannisch;49;jung;_DR_0S;"In Raggal würde das ungefähr so klingen:

""Di Bauern henn fünf Ochsen und neun Kühe und zwölfe Schäfle vor s’Dorf bracht, die wöllen sie verkaufä.""";le;Synthetic
572;Alemannisch;49;jung;_1S;Die Bauern hätt’n fünf Ochsa und neun Kühe und zwölfe Schafli vor s’Dorf bracht, die wölla se verchauf’n.;li;Synthetic
573;Alemannisch;49;jung;_DR_1S;Die Baua händ fün Ochsa und nün Küah und zwöl Schäfli vor s'Dorf bracht, die wänd s'verkaufä.;li;Synthetic
574;Alemannisch;49;jung;_FS;Die Boarn henn fünf Ochs und neun Küah und zwölf Schäfla vor s Dorf bracht, die wolla se verkaffa.;la;Synthetic
575;Alemannisch;49;jung;_DR_FS;Die Bauer händ fünf Ochsa und neun Küah und zwöf Schäfla vor s Dorf bracht, die wänd se verkaufä.;la;Synthetic
